State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Punjab,2016,Soybean,21.9,1812.3,88.8,6.1,29.3,61.4,46.3,2.26,59.1,44.84,0.76
Gujarat,2021,Groundnut,21.8,1126.0,37.5,7.57,37.8,28.4,70.1,1.48,318.1,192.97,0.61
Madhya Pradesh,2015,Cotton,22.6,1977.7,52.4,7.97,106.6,58.6,85.3,0.96,135.5,112.98,0.83
Haryana,2019,Rice,30.3,2312.5,85.9,5.86,110.0,38.7,41.6,1.92,326.2,1048.82,3.22
Madhya Pradesh,2010,Groundnut,26.0,1518.3,82.6,7.14,108.0,68.4,36.7,0.25,229.0,143.01,0.62
Gujarat,2020,Cotton,33.2,508.4,53.7,6.7,91.8,65.7,40.9,1.05,58.5,89.43,1.53
Punjab,2019,Cotton,37.4,1966.4,71.9,5.61,143.8,24.8,59.6,1.58,124.4,101.46,0.82
Karnataka,2018,Sugarcane,31.9,2391.7,35.3,5.59,85.9,22.9,14.7,1.54,110.6,4615.01,41.71
Madhya Pradesh,2014,Soybean,20.1,1471.6,72.8,6.65,78.4,60.2,80.1,1.6,83.1,95.46,1.15
Haryana,2020,Sugarcane,38.3,1720.9,88.4,5.12,52.2,48.5,22.5,0.69,234.7,6316.0,26.91
Maharashtra,2014,Cotton,21.6,876.8,62.2,7.74,32.9,49.0,22.0,0.98,477.4,455.38,0.95
West Bengal,2015,Rice,18.7,984.7,59.9,4.78,91.3,62.7,27.8,2.34,329.4,654.28,1.99
Uttar Pradesh,2018,Wheat,17.2,1849.9,41.2,4.88,60.9,69.8,61.9,2.44,418.2,457.36,1.09
Karnataka,2022,Wheat,29.1,2323.0,68.0,5.87,88.1,26.7,35.7,0.92,490.6,381.44,0.78
Madhya Pradesh,2017,Groundnut,17.8,1591.0,65.4,4.97,46.8,48.9,43.1,1.68,270.8,81.59,0.3
Rajasthan,2017,Soybean,18.5,1985.1,69.1,6.4,129.0,68.0,93.8,0.75,119.8,163.41,1.36
Uttar Pradesh,2023,Maize,22.5,470.5,31.6,6.1,150.0,71.1,86.2,1.05,464.0,3459.24,7.46
Maharashtra,2017,Maize,22.0,569.3,62.9,7.39,61.9,30.1,86.7,2.02,349.8,1440.31,4.12
Gujarat,2010,Wheat,30.1,1353.5,65.7,8.31,129.5,17.3,62.0,1.35,479.5,387.55,0.81
West Bengal,2010,Cotton,35.4,482.6,42.5,7.51,133.5,26.3,88.0,2.15,325.9,564.99,1.73
Punjab,2017,Cotton,34.0,1605.7,42.5,5.22,149.5,76.2,80.1,1.65,387.8,422.48,1.09
Maharashtra,2014,Sugarcane,21.6,764.6,46.6,8.24,64.6,42.4,95.8,1.65,445.4,15404.46,34.58
Maharashtra,2018,Soybean,21.1,1989.3,72.7,6.07,118.3,39.3,15.8,0.28,379.9,274.36,0.72
Gujarat,2011,Sugarcane,39.1,2029.9,66.4,6.4,49.7,10.9,12.6,1.92,281.8,8141.5,28.9
Tamil Nadu,2018,Maize,15.2,1186.3,80.7,6.19,101.2,13.6,25.8,2.45,236.5,541.25,2.29
Gujarat,2021,Wheat,37.0,493.0,47.7,5.62,111.6,56.8,93.6,1.29,411.9,1354.79,3.29
Tamil Nadu,2023,Groundnut,20.0,1634.6,84.7,8.08,116.3,51.3,64.5,0.56,386.2,210.13,0.54
Tamil Nadu,2017,Cotton,38.7,2482.3,74.6,5.83,46.9,50.3,48.4,2.45,183.8,123.28,0.67
Karnataka,2018,Wheat,23.6,1575.3,53.7,6.81,130.3,17.7,56.1,0.87,249.7,363.74,1.46
Karnataka,2013,Rice,26.0,137.6,35.7,5.46,74.7,34.6,84.7,1.14,317.9,429.18,1.35
Haryana,2010,Wheat,32.7,92.4,45.4,7.69,48.1,66.9,93.6,0.38,15.2,30.2,1.99
Madhya Pradesh,2010,Rice,29.7,834.9,87.4,7.6,90.5,22.2,75.7,0.45,124.5,373.67,3.0
Madhya Pradesh,2014,Sugarcane,22.9,529.7,48.6,5.69,132.2,71.8,78.4,0.7,125.9,6400.39,50.85
Punjab,2011,Sugarcane,28.8,2042.0,49.8,7.23,145.7,18.5,38.8,1.46,441.7,29675.68,67.18
Madhya Pradesh,2023,Maize,33.3,2119.8,41.4,7.32,117.3,21.8,52.0,1.48,166.4,296.99,1.78
Karnataka,2017,Wheat,16.1,683.6,78.4,6.75,20.7,43.4,89.7,1.59,273.0,757.76,2.78
Haryana,2019,Wheat,15.3,847.8,46.5,6.9,37.5,76.2,80.7,1.54,416.0,1337.37,3.22
Haryana,2020,Rice,26.5,628.8,49.8,6.8,29.9,33.1,71.6,1.34,130.6,255.14,1.95
Tamil Nadu,2014,Sugarcane,18.3,2275.5,54.9,4.83,33.2,56.1,15.9,2.04,62.8,1277.39,20.36
Gujarat,2014,Rice,31.6,1281.5,56.0,7.18,69.8,51.2,13.6,2.35,474.2,1368.71,2.89
Punjab,2011,Sugarcane,20.4,1657.5,54.7,6.38,64.0,20.5,21.7,0.82,352.6,11147.74,31.61
Tamil Nadu,2016,Rice,25.8,1067.9,60.2,6.25,34.8,27.4,62.3,0.5,89.3,167.41,1.87
Gujarat,2022,Sugarcane,19.9,1596.0,78.9,7.94,134.7,75.1,58.3,1.18,410.0,31403.39,76.59
Madhya Pradesh,2017,Rice,28.7,995.3,79.2,4.59,100.0,22.9,94.8,0.26,393.8,729.51,1.85
Tamil Nadu,2019,Groundnut,17.9,882.2,77.9,5.51,123.5,58.7,72.5,2.23,418.9,635.05,1.52
Uttar Pradesh,2022,Sugarcane,15.6,1604.5,36.1,4.99,68.3,77.5,36.5,0.75,138.8,3670.14,26.44
Madhya Pradesh,2010,Soybean,16.3,1498.1,78.0,4.64,73.3,18.4,24.5,1.46,224.8,73.5,0.33
Gujarat,2011,Rice,38.9,769.1,37.2,5.6,61.3,37.9,86.5,0.46,347.1,882.98,2.54
Punjab,2019,Wheat,18.6,415.9,37.5,8.45,77.0,25.7,51.4,1.47,195.9,265.65,1.36
Gujarat,2013,Maize,32.7,953.0,86.9,5.58,99.3,25.5,68.8,0.29,35.9,124.39,3.46
Tamil Nadu,2014,Soybean,16.7,1067.2,79.2,7.15,84.1,18.3,60.9,1.97,69.1,85.56,1.24
Tamil Nadu,2022,Soybean,17.7,1590.3,63.1,4.97,128.9,55.5,19.7,2.4,299.0,184.08,0.62
Maharashtra,2011,Rice,27.7,2290.6,82.5,6.91,137.0,62.2,15.1,0.91,188.2,520.16,2.76
Punjab,2010,Maize,26.6,138.7,89.4,8.44,81.1,57.4,43.9,0.79,3.7,8.55,2.32
Rajasthan,2018,Wheat,38.8,647.0,66.6,5.67,51.2,74.7,42.5,1.23,383.7,849.91,2.22
Madhya Pradesh,2023,Soybean,38.6,524.6,66.8,7.89,142.9,20.2,70.6,1.63,208.9,456.81,2.19
Haryana,2010,Wheat,34.5,1280.6,75.3,8.49,115.6,32.4,66.9,0.63,157.6,138.72,0.88
Punjab,2022,Sugarcane,30.1,1102.8,43.9,6.85,103.2,34.1,97.2,2.05,357.0,27228.19,76.26
Haryana,2013,Groundnut,26.4,1836.1,40.0,5.74,116.9,26.2,87.2,0.66,228.1,200.84,0.88
Punjab,2011,Maize,23.9,643.9,75.6,7.19,29.9,20.0,54.7,0.21,347.7,982.94,2.83
Punjab,2020,Groundnut,38.7,1506.5,50.7,7.88,28.8,44.1,55.0,1.41,7.6,2.86,0.38
Gujarat,2013,Cotton,30.1,2215.5,38.1,5.19,39.9,68.4,70.7,0.46,5.7,3.12,0.55
Punjab,2017,Sugarcane,29.5,2281.2,48.9,6.31,39.2,76.8,20.3,1.81,280.4,13896.43,49.56
Maharashtra,2017,Maize,20.8,2399.0,51.5,5.78,74.7,19.1,100.0,0.59,491.1,886.42,1.8
Rajasthan,2020,Rice,16.2,1944.5,87.9,5.63,40.5,67.6,56.7,2.08,136.9,381.38,2.79
Tamil Nadu,2021,Groundnut,38.6,2269.7,71.9,7.94,131.1,67.7,91.9,1.28,341.8,284.61,0.83
West Bengal,2018,Rice,22.8,624.6,61.9,6.19,95.2,37.2,97.1,1.5,87.0,276.27,3.18
Haryana,2022,Wheat,26.1,534.1,88.1,5.86,67.9,17.7,62.3,0.63,156.5,380.18,2.43
Tamil Nadu,2020,Soybean,17.9,65.9,84.2,6.91,29.1,79.3,19.3,0.54,40.0,28.42,0.71
West Bengal,2021,Groundnut,35.9,1781.8,60.7,5.38,96.8,55.9,61.6,1.65,440.5,185.63,0.42
Rajasthan,2014,Cotton,15.7,2346.8,84.3,5.42,35.1,78.8,63.8,0.79,155.9,64.64,0.41
Rajasthan,2016,Rice,35.8,508.0,54.3,6.58,116.6,43.9,81.0,1.09,116.0,324.24,2.8
Haryana,2012,Maize,18.5,1610.5,43.8,6.14,124.4,37.7,14.3,1.3,365.6,732.01,2.0
Haryana,2019,Groundnut,37.2,1878.8,44.0,5.68,90.7,27.3,52.0,0.73,100.5,56.07,0.56
Rajasthan,2013,Groundnut,33.2,2322.7,69.7,4.72,39.4,78.9,93.0,2.03,120.9,74.07,0.61
West Bengal,2019,Soybean,19.1,1634.8,60.1,6.58,122.3,27.7,99.2,2.36,52.7,56.46,1.07
Punjab,2018,Soybean,29.1,2427.2,69.5,7.77,60.0,11.7,27.2,1.19,481.5,242.51,0.5
Madhya Pradesh,2019,Maize,22.8,894.4,71.2,7.91,48.9,45.9,88.4,2.31,124.6,786.88,6.32
Uttar Pradesh,2019,Soybean,19.5,907.3,31.3,5.44,81.2,36.4,23.2,2.23,497.8,431.43,0.87
Tamil Nadu,2023,Rice,36.5,1380.4,33.2,6.9,139.9,28.3,85.7,0.58,88.9,354.19,3.98
Gujarat,2021,Maize,25.1,989.6,62.0,7.92,58.7,54.4,35.0,0.6,11.3,40.23,3.56
Tamil Nadu,2010,Maize,25.0,53.5,41.5,6.13,137.7,35.5,96.4,1.3,448.0,1984.74,4.43
Gujarat,2011,Wheat,19.2,1842.8,68.0,8.23,27.0,38.2,72.6,1.41,290.4,188.4,0.65
West Bengal,2014,Cotton,24.6,1891.7,63.1,8.11,30.9,11.6,45.9,0.98,176.4,48.45,0.27
Gujarat,2012,Groundnut,36.8,1880.1,65.1,5.33,110.8,51.2,35.3,0.92,257.2,83.5,0.32
Haryana,2011,Wheat,24.1,895.3,48.1,5.54,44.8,18.5,31.2,1.19,131.1,172.07,1.31
Madhya Pradesh,2010,Cotton,38.8,1329.6,68.4,5.22,61.2,25.0,71.3,1.79,317.7,178.53,0.56
Madhya Pradesh,2019,Maize,38.7,931.9,79.8,5.28,37.7,60.2,90.6,0.39,308.6,655.95,2.13
Haryana,2012,Groundnut,18.6,89.3,89.9,8.13,63.2,31.9,77.9,1.83,41.0,25.88,0.63
Maharashtra,2010,Soybean,19.4,1428.0,80.3,8.22,56.5,21.4,85.1,2.33,455.4,353.85,0.78
West Bengal,2021,Cotton,36.6,353.2,63.4,4.71,115.7,50.4,80.3,1.96,230.8,278.46,1.21
Maharashtra,2010,Maize,24.8,246.1,41.6,6.87,111.3,25.0,98.1,0.64,98.4,416.92,4.24
Maharashtra,2021,Maize,15.1,1901.0,70.9,6.76,144.1,29.0,78.2,0.4,154.4,295.63,1.91
Tamil Nadu,2010,Wheat,21.8,73.3,86.3,6.06,114.2,53.5,28.9,1.33,433.2,828.63,1.91
Rajasthan,2017,Wheat,29.9,2399.6,42.7,7.03,110.3,61.8,81.2,2.4,192.2,326.08,1.7
Tamil Nadu,2012,Soybean,35.0,1312.4,45.4,8.29,110.2,61.8,39.0,2.08,281.4,294.28,1.05
Rajasthan,2020,Sugarcane,18.3,2458.4,38.9,5.18,134.8,43.8,99.6,1.49,473.9,17413.67,36.75
Uttar Pradesh,2010,Rice,17.8,192.1,74.2,4.98,58.5,41.8,43.9,0.53,326.2,314.03,0.96
Gujarat,2016,Sugarcane,38.1,1479.6,54.4,4.63,59.0,65.1,36.4,1.84,338.2,12667.37,37.46
Rajasthan,2019,Sugarcane,33.8,905.9,33.8,5.96,116.4,23.5,31.5,2.07,125.0,6788.68,54.29
Haryana,2012,Groundnut,29.7,2116.5,82.5,5.85,49.7,20.7,69.3,2.35,334.5,191.82,0.57
Tamil Nadu,2017,Groundnut,34.2,935.0,63.5,6.22,138.6,56.5,19.8,1.61,197.5,266.79,1.35
West Bengal,2013,Soybean,25.7,688.2,49.9,6.51,89.5,38.7,95.8,1.38,455.6,1281.18,2.81
Gujarat,2013,Groundnut,34.0,2151.0,50.6,7.53,59.0,59.7,36.5,1.62,65.6,38.96,0.59
Uttar Pradesh,2014,Cotton,24.3,967.9,47.4,6.07,120.9,28.0,36.6,2.37,143.5,271.27,1.89
Rajasthan,2015,Soybean,21.1,91.2,57.3,5.82,60.6,32.7,14.1,1.64,33.9,22.17,0.65
Uttar Pradesh,2016,Soybean,33.2,1006.2,50.2,7.81,145.2,72.8,32.1,0.79,191.1,379.58,1.99
West Bengal,2023,Maize,25.5,1653.6,62.9,7.9,147.8,39.5,47.7,1.66,75.0,222.89,2.97
Maharashtra,2023,Maize,39.5,673.2,76.4,5.43,106.7,51.4,43.3,2.22,422.7,1299.01,3.07
Madhya Pradesh,2013,Maize,23.7,1108.4,70.5,5.76,34.8,17.5,34.6,1.5,462.6,1029.16,2.22
West Bengal,2017,Rice,38.0,189.0,47.7,7.8,54.2,22.5,13.7,1.36,335.0,375.61,1.12
Karnataka,2022,Cotton,38.3,1490.8,61.7,4.82,87.0,12.5,37.1,1.89,52.6,21.52,0.41
West Bengal,2015,Cotton,21.0,1902.9,80.4,5.8,130.7,39.7,80.0,1.72,171.5,170.89,1.0
Uttar Pradesh,2023,Maize,35.0,1062.6,34.1,6.29,44.0,79.2,49.5,0.33,482.3,1632.29,3.38
Haryana,2010,Sugarcane,25.8,1079.6,34.7,5.25,33.6,71.2,36.2,1.87,69.0,1764.57,25.57
Tamil Nadu,2010,Rice,37.9,266.3,63.4,5.22,29.7,54.3,37.4,1.14,278.7,250.56,0.9
Haryana,2018,Sugarcane,26.3,544.8,68.3,6.2,85.9,70.3,59.9,2.36,177.1,10487.44,59.21
Uttar Pradesh,2019,Wheat,33.6,429.0,42.7,7.52,135.0,51.6,37.2,2.43,499.6,1485.96,2.97
Tamil Nadu,2015,Cotton,26.7,1230.1,74.7,7.86,25.5,35.8,66.8,1.23,143.4,152.59,1.06
Karnataka,2019,Cotton,20.7,1346.7,68.8,8.42,47.6,22.1,99.1,2.43,24.8,16.89,0.68
Madhya Pradesh,2017,Sugarcane,20.0,2374.9,85.4,4.8,110.1,55.7,13.7,0.91,351.4,10396.62,29.59
Gujarat,2022,Rice,25.6,229.4,40.1,5.37,127.4,23.5,25.2,1.77,164.0,185.42,1.13
Uttar Pradesh,2016,Cotton,33.9,1519.7,75.1,7.53,125.0,39.2,26.1,0.37,329.1,273.28,0.83
Rajasthan,2021,Sugarcane,30.1,1339.9,35.0,6.66,122.1,67.8,50.2,0.53,53.2,3520.9,66.16
Uttar Pradesh,2015,Soybean,32.2,1314.8,63.9,5.81,36.9,19.0,13.7,2.19,262.0,177.35,0.68
Uttar Pradesh,2013,Soybean,22.1,2189.2,63.1,5.32,71.6,19.0,53.0,2.26,188.2,88.39,0.47
Tamil Nadu,2016,Groundnut,27.0,553.6,53.3,5.62,148.0,25.7,93.6,1.43,268.8,627.26,2.33
Punjab,2018,Rice,16.1,149.9,80.7,6.22,148.6,48.6,11.0,0.98,426.9,743.82,1.74
West Bengal,2023,Sugarcane,35.4,1697.1,30.3,5.21,98.3,27.6,42.8,1.24,486.4,14715.09,30.25
Punjab,2020,Groundnut,39.7,895.6,61.2,8.36,112.2,45.2,78.5,2.2,376.8,334.68,0.89
Karnataka,2019,Soybean,25.2,93.1,43.0,4.93,143.7,31.1,23.9,0.69,383.7,348.65,0.91
Rajasthan,2019,Rice,15.3,665.9,74.6,8.44,78.5,45.4,17.0,0.88,264.9,310.19,1.17
Madhya Pradesh,2023,Groundnut,19.2,807.9,32.6,7.87,37.8,29.4,66.8,2.01,49.6,46.29,0.93
Maharashtra,2016,Maize,31.3,1561.3,79.9,6.19,107.0,78.6,10.9,2.35,333.9,990.11,2.97
Karnataka,2010,Rice,30.3,472.8,80.3,7.46,144.8,44.5,82.2,0.41,74.7,220.94,2.96
Maharashtra,2019,Wheat,34.7,1062.0,80.0,7.19,110.6,62.1,16.0,2.05,123.6,236.74,1.92
Maharashtra,2018,Maize,21.3,1232.1,39.2,5.35,124.4,59.0,57.2,1.68,354.1,1275.0,3.6
Madhya Pradesh,2022,Groundnut,34.1,1175.1,67.8,5.86,75.0,44.3,76.6,0.73,328.8,257.72,0.78
Haryana,2013,Sugarcane,32.2,2436.2,30.9,6.55,32.5,26.7,31.8,1.94,157.8,5911.97,37.45
Punjab,2012,Maize,23.1,161.5,80.9,7.05,42.0,45.8,19.3,1.87,386.3,756.14,1.96
Uttar Pradesh,2013,Maize,28.6,2379.9,73.4,6.67,147.7,57.7,25.8,0.53,469.7,910.71,1.94
Gujarat,2013,Groundnut,18.7,1475.7,61.9,6.39,84.1,42.2,86.9,1.36,273.1,192.23,0.7
Maharashtra,2022,Sugarcane,26.3,1999.5,73.8,6.27,21.6,15.7,73.5,1.94,339.2,12765.64,37.64
Rajasthan,2019,Sugarcane,37.0,1104.5,35.7,6.49,144.2,11.3,27.8,0.64,136.6,6212.68,45.47
Karnataka,2020,Soybean,25.5,1161.9,61.7,6.24,84.7,33.0,74.5,1.26,485.4,888.26,1.83
Haryana,2011,Wheat,36.0,2204.3,47.5,6.67,128.7,20.5,73.8,0.48,137.6,165.1,1.2
Maharashtra,2023,Sugarcane,29.8,2245.0,88.4,8.05,91.3,73.4,99.8,0.91,443.8,24737.7,55.74
Haryana,2021,Cotton,19.8,634.8,81.4,7.03,33.2,22.3,45.2,0.7,464.0,351.57,0.76
Haryana,2023,Cotton,29.5,538.1,74.0,7.39,100.0,37.6,87.8,1.36,360.1,702.51,1.95
Maharashtra,2010,Wheat,27.6,1265.8,86.0,6.89,149.7,59.8,50.2,0.52,406.0,667.25,1.64
Tamil Nadu,2021,Rice,25.0,2255.7,50.8,7.07,24.5,67.1,90.8,1.08,229.5,710.98,3.1
West Bengal,2019,Groundnut,18.0,839.8,84.1,6.81,129.4,43.4,18.2,0.83,459.9,547.31,1.19
Rajasthan,2021,Rice,25.4,1647.4,49.5,4.61,50.6,22.7,25.8,1.92,371.6,459.5,1.24
Uttar Pradesh,2010,Cotton,16.8,1785.0,74.0,8.5,71.2,29.0,86.5,1.81,164.0,79.9,0.49
Uttar Pradesh,2022,Sugarcane,17.5,1957.8,74.2,4.63,68.5,39.3,83.7,0.42,18.4,565.42,30.67
Rajasthan,2023,Wheat,25.4,1431.6,31.1,6.08,136.8,35.5,37.5,2.39,270.9,455.15,1.68
Tamil Nadu,2017,Rice,22.6,1036.0,51.7,4.92,85.6,34.4,63.7,1.91,420.5,966.78,2.3
Uttar Pradesh,2023,Rice,38.1,2419.2,31.2,4.89,78.1,19.2,44.4,1.62,430.5,460.58,1.07
Haryana,2011,Groundnut,24.4,1547.8,89.8,7.67,126.3,73.9,10.9,1.3,417.7,276.47,0.66
Madhya Pradesh,2021,Maize,33.9,1835.0,37.3,6.2,26.4,12.1,12.3,0.61,108.2,112.25,1.04
Karnataka,2019,Cotton,28.3,895.2,62.6,7.7,31.2,40.8,14.9,2.41,213.6,270.53,1.27
Punjab,2014,Sugarcane,32.6,1691.4,77.4,5.59,22.8,78.6,63.5,0.22,307.3,16534.9,53.81
Uttar Pradesh,2021,Wheat,21.5,681.6,42.1,5.53,109.4,56.2,35.1,1.79,334.1,1043.77,3.12
Rajasthan,2013,Rice,38.5,650.5,59.1,5.5,88.3,34.9,23.0,1.37,168.0,261.46,1.56
Madhya Pradesh,2017,Groundnut,28.3,1801.1,66.4,6.96,133.9,20.2,94.7,2.28,346.6,329.77,0.95
Maharashtra,2011,Maize,35.8,1327.4,39.6,7.76,84.8,77.5,20.9,1.08,295.9,971.31,3.28
West Bengal,2019,Cotton,24.1,1724.0,76.7,6.31,48.8,11.0,70.7,1.39,283.8,126.49,0.45
Rajasthan,2018,Cotton,17.5,710.1,48.0,6.02,124.7,57.7,90.5,1.91,331.8,797.99,2.4
Haryana,2016,Groundnut,31.8,1516.9,42.7,8.39,58.3,71.6,24.7,0.31,302.1,121.98,0.4
West Bengal,2022,Wheat,15.2,1137.6,63.5,4.97,141.6,11.8,29.3,0.33,84.3,78.67,0.93
Karnataka,2016,Rice,26.9,1512.6,54.6,6.45,52.6,60.8,61.6,0.69,437.3,1401.57,3.2
Karnataka,2010,Wheat,19.8,762.7,85.2,6.13,41.8,79.9,55.8,0.54,121.0,358.36,2.96
Tamil Nadu,2023,Groundnut,30.7,1802.9,82.8,4.89,84.1,54.8,56.9,0.21,372.5,176.64,0.47
Gujarat,2021,Groundnut,39.5,2024.5,59.0,5.57,26.6,39.0,59.9,1.63,89.1,32.76,0.37
Tamil Nadu,2011,Wheat,26.6,686.8,51.6,4.61,24.7,71.2,95.5,2.03,330.8,649.49,1.96
Madhya Pradesh,2013,Soybean,35.4,786.5,49.5,8.01,84.5,48.8,14.8,2.4,447.9,571.36,1.28
West Bengal,2013,Maize,27.7,1669.8,46.1,6.93,48.0,62.5,78.4,1.21,5.8,15.6,2.67
Gujarat,2020,Cotton,27.4,1754.2,62.7,7.76,21.2,51.1,30.9,0.84,489.9,231.5,0.47
Maharashtra,2023,Soybean,38.3,1775.0,78.3,6.59,58.5,12.7,43.6,2.19,15.8,8.84,0.56
Haryana,2012,Sugarcane,37.2,1722.6,48.6,6.9,82.1,24.9,18.0,2.14,6.7,307.77,46.13
West Bengal,2016,Cotton,34.6,1012.4,41.4,7.3,71.3,15.5,50.1,1.64,428.9,481.13,1.12
Tamil Nadu,2021,Cotton,22.4,1017.4,58.5,8.13,37.6,17.5,82.4,0.83,354.6,250.72,0.71
Punjab,2017,Maize,28.6,674.3,34.1,4.87,95.4,11.1,18.9,2.29,53.8,96.83,1.8
Gujarat,2011,Sugarcane,20.6,434.2,72.1,5.82,112.3,39.5,34.8,0.61,468.8,13456.6,28.71
Gujarat,2013,Rice,26.1,1746.8,61.1,7.34,107.8,22.5,43.6,0.3,336.3,937.12,2.79
Haryana,2023,Sugarcane,27.1,278.3,59.8,8.33,71.2,69.9,19.4,2.03,56.4,1265.12,22.43
Uttar Pradesh,2012,Rice,35.8,2347.6,48.0,8.42,37.9,62.5,78.6,1.5,430.4,849.09,1.97
Karnataka,2011,Sugarcane,37.4,2075.4,84.3,7.05,84.9,50.1,80.8,0.77,241.0,13310.09,55.24
Karnataka,2021,Wheat,25.4,2150.9,35.4,5.27,135.8,44.2,85.2,1.74,139.8,173.89,1.24
Punjab,2022,Groundnut,15.4,2271.3,82.2,4.98,80.9,27.9,62.6,1.96,412.7,148.48,0.36
Madhya Pradesh,2023,Sugarcane,36.5,1051.1,52.6,8.28,45.4,43.2,55.7,2.14,369.5,11976.28,32.41
Madhya Pradesh,2015,Soybean,19.4,2124.4,82.8,6.24,32.1,54.9,33.6,0.85,311.9,191.29,0.61
Maharashtra,2022,Soybean,30.5,437.3,73.7,5.28,142.7,64.8,69.0,0.26,449.4,682.35,1.52
West Bengal,2013,Maize,15.6,103.0,36.3,8.24,116.6,15.7,50.0,1.37,430.8,771.29,1.79
Rajasthan,2015,Groundnut,25.0,1973.0,79.9,4.92,60.7,59.6,97.4,2.17,114.2,62.29,0.55
Uttar Pradesh,2011,Groundnut,39.6,233.3,70.9,7.42,58.4,62.0,97.1,0.68,439.5,526.15,1.2
Tamil Nadu,2021,Rice,17.5,2471.9,31.9,7.0,136.4,49.1,91.5,1.17,187.6,656.59,3.5
Rajasthan,2013,Cotton,25.6,1703.3,38.0,4.85,43.1,25.0,42.4,0.79,216.5,55.93,0.26
Rajasthan,2020,Maize,22.7,1896.0,68.1,5.85,89.6,47.7,43.1,0.23,486.2,1010.44,2.08
Gujarat,2015,Soybean,37.6,652.2,69.8,5.1,112.8,45.2,86.7,2.27,380.2,695.42,1.83
Punjab,2023,Soybean,36.7,1701.0,74.8,6.92,71.5,43.3,75.6,0.51,161.4,126.83,0.79
Karnataka,2014,Rice,20.9,155.9,73.2,6.41,25.2,42.2,73.4,1.96,324.3,514.55,1.59
Maharashtra,2012,Soybean,17.0,2102.7,69.6,4.52,49.6,17.8,35.2,1.0,270.1,86.97,0.32
Madhya Pradesh,2017,Soybean,30.7,465.6,76.0,8.4,137.2,22.8,85.0,0.84,59.2,79.0,1.33
Punjab,2016,Rice,23.4,1758.5,64.5,5.9,88.0,16.8,62.1,2.36,444.0,1378.23,3.1
Gujarat,2012,Soybean,31.8,600.0,45.6,5.53,126.0,27.0,50.2,1.71,411.1,981.64,2.39
Tamil Nadu,2015,Cotton,15.8,217.7,84.7,5.39,92.2,28.4,87.9,1.78,389.1,286.28,0.74
Maharashtra,2013,Wheat,18.3,1229.7,31.1,5.14,142.7,27.2,45.5,1.95,280.0,289.49,1.03
Gujarat,2020,Maize,32.2,464.8,52.0,8.5,138.2,24.8,68.9,0.98,111.2,280.3,2.52
Karnataka,2014,Cotton,20.3,1837.1,73.7,5.68,82.8,61.5,51.9,1.5,442.1,344.6,0.78
Karnataka,2020,Cotton,36.4,632.0,55.6,6.12,61.4,67.3,63.3,0.82,177.1,281.54,1.59
Karnataka,2014,Wheat,16.5,889.1,31.5,7.99,98.2,32.9,13.6,2.12,11.0,18.76,1.7
Punjab,2016,Groundnut,20.4,1440.2,34.0,7.07,107.7,31.4,51.5,1.58,490.9,267.64,0.55
Punjab,2020,Maize,40.0,748.2,68.9,5.97,84.8,69.1,60.1,0.76,430.7,1894.29,4.4
Madhya Pradesh,2014,Cotton,25.8,976.1,87.9,8.09,126.9,53.7,54.3,2.27,311.7,485.13,1.56
Madhya Pradesh,2020,Soybean,32.6,2048.3,63.1,7.5,43.8,30.5,86.3,1.54,7.2,6.32,0.88
Tamil Nadu,2012,Wheat,19.6,489.1,60.4,5.41,63.5,60.0,38.0,1.34,114.6,173.15,1.51
Maharashtra,2019,Groundnut,30.2,251.4,49.1,7.07,109.2,34.1,89.6,0.28,226.6,341.29,1.51
Haryana,2014,Maize,33.2,854.5,45.4,8.19,52.1,51.1,46.3,2.29,314.4,986.17,3.14
Haryana,2016,Sugarcane,22.9,1089.7,31.3,6.49,77.2,79.5,72.5,2.39,354.4,23031.99,64.99
Gujarat,2014,Rice,35.7,1379.5,46.4,7.43,145.3,31.1,17.8,1.49,394.3,1105.41,2.8
Karnataka,2014,Soybean,30.1,962.4,56.9,8.38,101.4,75.1,28.0,1.22,278.3,449.46,1.62
Maharashtra,2018,Wheat,24.7,1985.3,41.9,7.26,143.4,32.4,78.5,1.03,328.4,485.09,1.48
Rajasthan,2012,Rice,28.9,146.3,35.2,4.91,113.9,47.8,11.1,0.82,405.8,492.4,1.21
Punjab,2022,Groundnut,29.4,1107.8,73.1,5.48,114.2,42.2,97.2,1.52,360.2,319.38,0.89
West Bengal,2015,Groundnut,19.1,986.5,83.7,6.88,96.9,64.8,27.2,0.49,477.5,502.73,1.05
Uttar Pradesh,2010,Sugarcane,25.1,1636.6,86.2,5.6,38.5,14.3,91.1,2.31,437.4,21801.85,49.84
Tamil Nadu,2019,Cotton,23.6,2417.4,67.1,8.33,87.6,53.9,56.4,0.6,85.5,40.68,0.48
Karnataka,2014,Cotton,25.0,1300.4,33.2,6.12,52.8,63.2,60.8,1.91,473.8,701.96,1.48
Karnataka,2017,Maize,34.0,2467.8,74.5,6.33,149.8,43.1,17.6,0.91,102.9,217.68,2.12
Karnataka,2014,Wheat,27.1,790.5,36.6,7.31,54.7,17.4,42.9,0.72,495.6,764.73,1.54
